,Unnamed: 0,Season,1stA,2ndA,2HA,3rdA,4thA,CloseA,DateA,FinalA,MLA,OpenA,TeamA,VHA,1stB,2ndB,2HB,3rdB,4thB,CloseB,FinalB,MLB,OpenB,TeamB,ActualTotal,OpeningTotal,ClosingTotal,ProjDiffOpen,ProjDiffClose,ActualDiff,Date
11121,11121,2016,11.0,20,105.5,36,18,209.0,125,85,355,209.5,NewJersey,V,19,28,0.5,26,27,9.0,100,-425,7.5,Denver,185,209.5,209.0,-7.5,-9.0,-15,1-25-2016
11122,11122,2016,23.0,29,107.0,35,26,214.5,125,113,340,213.5,Sacramento,V,26,32,3.0,37,32,8.5,127,-410,8.0,Utah,240,213.5,214.5,-8.0,-8.5,-14,1-25-2016
11123,11123,2016,16.0,26,2.0,20,27,184.5,125,89,110,184.5,Houston,V,23,27,94.0,12,17,2.0,79,-130,2.0,Portland,168,184.5,184.5,-2.0,-2.0,10,1-25-2016
11124,11124,2016,23.0,29,100.0,26,21,3.5,125,99,-170,1.5,Atlanta,V,14,17,3.5,28,31,199.5,90,150,198.5,Seattle,189,198.5,199.5,1.5,3.5,9,1-25-2016
11125,11125,2016,28.0,29,99.0,20,19,202.0,126,96,100,1.0,Indiana,V,23,25,3.0,29,21,1.0,98,-120,202.0,Miami,194,202.0,202.0,1.0,-1.0,-2,1-26-2016
11126,11126,2016,20.0,27,94.0,33,23,188.0,126,103,215,190.5,Philadelphia,V,27,28,0.5,16,25,6.0,96,-255,4.5,Charlotte,199,190.5,188.0,-4.5,-6.0,7,1-26-2016
11127,11127,2016,28.0,31,100.0,23,26,201.5,126,120,140,201.0,LAClippers,V,36,25,0.5,29,18,3.0,125,-160,4.0,Memphis,245,201.0,201.5,-4.0,-3.0,-5,1-26-2016
11128,11128,2016,28.0,14,91.5,30,30,183.5,126,102,215,185.5,NewOrleans,V,27,16,3.0,21,14,6.0,78,-255,6.0,SanAntonio,180,185.5,183.5,-6.0,-6.0,24,1-26-2016
11129,11129,2016,20.0,26,3.5,22,20,7.5,127,88,-370,6.0,Phoenix,V,15,27,100.5,22,13,208.5,77,310,209.5,Chicago,165,209.5,208.5,6.0,7.5,11,1-27-2016
11130,11130,2016,24.0,25,101.0,20,29,203.0,127,98,160,204.0,Cleveland,V,26,14,5.0,31,24,4.0,95,-190,5.0,LALakers,193,204.0,203.0,-5.0,-4.0,3,1-27-2016
11131,11131,2016,23.0,23,95.0,19,28,191.5,127,93,120,3.0,Boston,V,19,24,4.0,32,21,2.5,96,-140,195.0,Orlando,189,195.0,191.5,3.0,-2.5,-3,1-27-2016
11132,11132,2016,17.0,20,4.0,29,24,3.0,127,102,-150,1.5,Washington,V,15,25,99.5,26,24,192.0,105,130,193.0,Milwaukee,207,193.0,192.0,1.5,3.0,-3,1-27-2016
11133,11133,2016,29.0,23,94.0,21,20,183.0,127,93,220,183.0,Atlanta,V,19,18,7.0,26,31,6.0,94,-260,6.0,Portland,187,183.0,183.0,-6.0,-6.0,-1,1-27-2016
11134,11134,2016,15.0,19,99.5,20,31,209.0,127,85,475,209.0,Denver,V,24,21,2.5,15,30,10.5,90,-600,9.5,Dallas,175,209.0,209.0,-9.5,-10.5,-5,1-27-2016
11135,11135,2016,26.0,22,100.5,26,21,1.5,127,95,-125,192.5,NewJersey,V,22,16,2.0,26,34,192.5,98,105,0.0,Minnesota,193,192.5,192.5,-0.0,1.5,-3,1-27-2016
11136,11136,2016,19.0,22,100.0,19,37,196.0,127,97,-115,197.0,Utah,V,16,19,1.5,24,30,0.0,89,-105,2.5,Houston,186,197.0,196.0,-2.5,-0.0,8,1-27-2016
11137,11137,2016,25.0,29,1.0,20,29,5.5,127,103,-250,3.5,Sacramento,V,18,30,107.0,25,28,215.0,101,210,212.5,Seattle,204,212.5,215.0,3.5,5.5,2,1-27-2016
11138,11138,2016,20.0,32,108.0,27,25,218.5,127,104,410,216.0,NewYork,V,29,18,9.0,29,30,10.0,106,-510,10.5,GoldenState,210,216.0,218.5,-10.5,-10.0,-2,1-27-2016
11139,11139,2016,22.0,18,1.5,28,25,204.5,128,93,400,206.0,Denver,V,33,30,96.5,24,30,10.0,117,-500,8.0,NewOrleans,210,206.0,204.5,-8.0,-10.0,-24,1-28-2016
11140,11140,2016,33.0,28,100.0,23,19,5.5,128,103,-230,7.0,Dallas,V,19,25,2.0,19,21,201.0,84,190,207.0,Memphis,187,207.0,201.0,7.0,5.5,19,1-28-2016
11141,11141,2016,19.0,26,2.0,21,25,193.5,128,91,130,196.0,SanAntonio,V,28,27,96.0,21,21,3.0,97,-150,1.5,Utah,188,196.0,193.5,-1.5,-3.0,-6,1-28-2016
11142,11142,2016,29.0,30,96.5,24,24,189.0,128,107,115,190.0,Charlotte,V,22,27,2.5,22,29,1.5,100,-135,2.5,LAClippers,207,190.0,189.0,-2.5,-1.5,7,1-28-2016
11143,11143,2016,23.0,36,4.0,24,27,7.0,129,110,-330,8.5,Detroit,V,32,25,98.0,21,26,194.5,104,280,194.0,Indiana,214,194.0,194.5,8.5,7.0,6,1-29-2016
11144,11144,2016,20.0,30,1.0,15,30,3.0,129,104,-155,192.5,Toronto,V,23,23,96.5,25,24,190.0,108,135,2.5,Washington,212,192.5,190.0,-2.5,3.0,-4,1-29-2016
11145,11145,2016,31.0,33,91.0,30,23,4.0,129,117,-190,7.0,Boston,V,14,28,3.0,19,26,182.0,87,160,183.0,Miami,204,183.0,182.0,7.0,4.0,30,1-29-2016
11146,11146,2016,22.0,13,95.0,19,26,188.5,129,80,225,191.5,Milwaukee,V,20,20,2.5,21,26,6.0,87,-265,7.0,NewJersey,167,191.5,188.5,-7.0,-6.0,-7,1-29-2016
11147,11147,2016,15.0,22,94.5,25,23,188.0,129,85,155,188.0,Minnesota,V,21,22,0.0,28,25,4.0,96,-175,2.5,Chicago,181,188.0,188.0,-2.5,-4.0,-11,1-29-2016
11148,11148,2016,18.0,28,3.0,26,35,206.0,129,107,125,203.0,GoldenState,V,33,27,101.0,23,28,2.5,111,-145,4.5,Houston,218,203.0,206.0,-4.5,-2.5,-4,1-29-2016
11149,11149,2016,17.0,16,100.0,33,26,210.5,129,92,480,207.5,Atlanta,V,28,24,0.5,38,35,10.0,125,-605,9.5,Phoenix,217,207.5,210.5,-9.5,-10.0,-33,1-29-2016
11150,11150,2016,26.0,22,3.5,18,19,7.0,129,85,-300,8.5,SanAntonio,V,25,21,95.0,17,25,191.5,88,250,194.5,Seattle,173,194.5,191.5,8.5,7.0,-3,1-29-2016
11151,11151,2016,29.0,32,105.5,26,22,207.5,129,109,410,206.5,NewYork,V,28,30,8.0,27,35,9.0,120,-510,9.5,LALakers,229,206.5,207.5,-9.5,-9.0,-11,1-29-2016
11152,11152,2016,25.0,27,97.5,24,15,198.0,130,91,1450,196.5,Miami,V,30,33,6.0,20,24,16.0,107,-2500,12.0,Orlando,198,196.5,198.0,-12.0,-16.0,-16,1-30-2016
11153,11153,2016,23.0,18,98.0,23,19,192.0,130,83,525,192.0,Washington,V,28,33,0.5,34,27,11.0,122,-650,5.0,Toronto,205,192.0,192.0,-5.0,-11.0,-39,1-30-2016
11154,11154,2016,18.0,14,0.5,15,22,185.5,130,69,370,187.0,Milwaukee,V,27,24,93.0,26,35,9.0,112,-450,6.5,Philadelphia,181,187.0,185.5,-6.5,-9.0,-43,1-30-2016
11155,11155,2016,22.0,32,2.5,19,33,4.5,130,106,-190,2.0,Denver,V,29,23,105.0,26,24,214.5,102,160,217.0,Memphis,208,217.0,214.5,2.0,4.5,4,1-30-2016
11156,11156,2016,14.0,20,92.0,18,15,185.0,130,67,170,186.5,Chicago,V,8,25,3.0,30,20,4.5,83,-200,3.5,Minnesota,150,186.5,185.0,-3.5,-4.5,-16,1-30-2016
11157,11157,2016,32.0,26,108.5,32,26,218.5,130,116,375,214.0,GoldenState,V,26,28,7.5,31,18,9.0,103,-455,8.5,NewOrleans,219,214.0,218.5,-8.5,-9.0,13,1-30-2016
11158,11158,2016,20.0,22,94.5,20,22,187.5,130,84,140,185.0,Cleveland,V,29,19,0.5,20,15,3.0,83,-160,3.0,Portland,167,185.0,187.5,-3.0,-3.0,1,1-30-2016
11159,11159,2016,18.0,22,98.5,28,21,207.5,130,89,1000,205.0,NewYork,V,26,25,4.5,29,20,13.5,100,-1600,12.5,Utah,189,205.0,207.5,-12.5,-13.5,-11,1-30-2016
11160,11160,2016,27.0,25,103.0,16,23,208.0,130,91,305,204.5,Charlotte,V,28,27,4.5,29,21,8.0,105,-365,5.5,Sacramento,196,204.5,208.0,-5.5,-8.0,-14,1-30-2016
11161,11161,2016,21.0,20,3.5,20,27,4.0,130,88,-165,186.5,Atlanta,V,20,28,95.5,26,21,186.0,95,145,0.0,LAClippers,183,186.5,186.0,-0.0,4.0,-7,1-30-2016
11162,11162,2016,22.0,23,96.0,27,17,197.0,131,89,345,197.0,LALakers,V,29,23,2.5,15,23,8.5,90,-415,7.0,Detroit,179,197.0,197.0,-7.0,-8.5,-1,1-31-2016
11163,11163,2016,20.0,24,1.5,26,20,2.0,131,90,-130,184.5,Dallas,V,27,17,94.0,27,25,187.0,96,110,1.0,Boston,186,184.5,187.0,-1.0,2.0,-6,1-31-2016
11164,11164,2016,24.0,18,3.5,26,27,192.0,131,95,115,4.5,Cleveland,V,40,22,94.0,23,16,2.0,101,-135,196.5,Seattle,196,196.5,192.0,4.5,-2.0,-6,1-31-2016
11165,11165,2016,18.0,16,96.5,21,29,201.5,131,84,285,200.0,SanAntonio,V,25,15,2.0,20,21,7.5,81,-335,7.5,Phoenix,165,200.0,201.5,-7.5,-7.5,3,1-31-2016
11166,11166,2016,26.0,30,103.5,27,38,205.5,201,121,235,204.5,LALakers,V,23,28,6.0,26,24,7.0,101,-275,5.5,Toronto,222,204.5,205.5,-5.5,-7.0,20,2-01-2016
11167,11167,2016,25.0,29,2.5,25,27,4.0,201,106,-190,4.0,Houston,V,23,30,101.5,26,24,202.5,103,160,198.0,Indiana,209,198.0,202.5,4.0,4.0,3,2-01-2016
11168,11168,2016,11.0,27,4.5,29,29,5.5,201,96,-235,4.5,Utah,V,21,18,104.5,27,21,200.5,87,195,201.0,Washington,183,201.0,200.5,4.5,5.5,9,2-01-2016
11169,11169,2016,33.0,26,3.0,28,21,4.0,201,108,-175,3.5,Orlando,V,33,27,99.5,24,22,196.5,106,155,198.5,Philadelphia,214,198.5,196.5,3.5,4.0,2,2-01-2016
11170,11170,2016,23.0,20,100.5,27,24,3.0,201,94,-160,4.5,NewJersey,V,21,10,2.5,29,25,193.0,85,140,189.0,Miami,179,189.0,193.0,4.5,3.0,9,2-01-2016
11171,11171,2016,27.0,29,93.5,15,12,188.0,201,83,265,187.0,LAClippers,V,20,32,6.0,31,21,7.0,104,-315,7.0,Minnesota,187,187.0,188.0,-7.0,-7.0,-21,2-01-2016
11172,11172,2016,19.0,25,5.5,38,21,2.5,201,103,-140,3.5,NewOrleans,V,34,32,99.0,30,16,203.5,112,120,204.0,Sacramento,215,204.0,203.5,3.5,2.5,-9,2-01-2016
11173,11173,2016,23.0,25,0.5,21,27,220.0,201,96,350,218.0,Charlotte,V,32,37,105.5,32,26,8.5,127,-420,9.0,GoldenState,223,218.0,220.0,-9.0,-8.5,-31,2-01-2016
11174,11174,2016,28.0,21,94.5,20,12,189.5,201,88,290,191.0,NewYork,V,24,14,7.5,25,18,7.5,94,-350,8.0,Portland,182,191.0,189.5,-8.0,-7.5,-6,2-01-2016
11175,11175,2016,34.0,24,3.5,36,27,3.5,202,121,-170,3.5,Orlando,V,34,26,106.5,25,30,214.5,115,150,212.5,Indiana,236,212.5,214.5,3.5,3.5,6,2-02-2016
11176,11176,2016,18.0,20,1.0,26,28,191.0,202,92,250,187.5,NewJersey,V,25,30,101.5,24,25,7.0,104,-300,5.5,Atlanta,196,187.5,191.0,-5.5,-7.0,-12,2-02-2016
11177,11177,2016,23.0,24,92.0,22,15,185.5,202,84,625,182.0,LAClippers,V,19,26,8.5,28,25,11.5,98,-825,8.5,Cleveland,182,182.0,185.5,-8.5,-11.5,-14,2-02-2016
11178,11178,2016,25.0,28,0.5,30,27,7.5,202,110,-350,8.5,Utah,V,23,17,104.0,19,32,208.5,91,290,208.0,Memphis,201,208.0,208.5,8.5,7.5,19,2-02-2016
11179,11179,2016,21.0,21,2.5,22,27,7.0,202,91,-315,5.5,Houston,V,20,17,92.0,24,22,183.5,83,265,187.5,Milwaukee,174,187.5,183.5,5.5,7.0,8,2-02-2016
11180,11180,2016,32.0,35,104.5,20,14,212.0,202,101,850,214.0,Charlotte,V,27,30,12.0,25,35,13.0,117,-1300,12.0,Denver,218,214.0,212.0,-12.0,-13.0,-16,2-02-2016
11181,11181,2016,15.0,23,98.0,23,24,201.5,202,85,145,200.0,NewYork,V,17,17,3.0,29,23,3.5,86,-165,3.0,Seattle,171,200.0,201.5,-3.0,-3.5,-1,2-02-2016
11182,11182,2016,33.0,27,100.0,17,24,199.0,202,101,325,200.0,Chicago,V,31,32,4.0,15,27,8.0,105,-385,7.0,Sacramento,206,200.0,199.0,-7.0,-8.0,-4,2-02-2016
11183,11183,2016,30.0,33,100.0,23,17,3.0,203,103,-160,5.0,LALakers,V,15,26,4.0,21,29,204.0,91,140,203.5,Washington,194,203.5,204.0,5.0,3.0,12,2-03-2016
11184,11184,2016,14.0,24,92.0,13,16,183.5,203,67,210,186.0,Dallas,V,20,24,1.0,22,24,5.5,90,-250,5.0,Detroit,157,186.0,183.5,-5.0,-5.5,-23,2-03-2016
11185,11185,2016,32.0,18,94.0,20,21,187.5,204,91,165,189.5,Philadelphia,V,14,30,4.0,28,24,4.5,96,-195,5.0,Atlanta,187,189.5,187.5,-5.0,-4.5,-5,2-04-2016
11186,11186,2016,29.0,26,96.5,16,36,196.0,204,107,160,201.0,Dallas,V,16,25,5.5,23,34,4.0,98,-190,2.5,Orlando,205,201.0,196.0,-2.5,-4.0,9,2-04-2016
11187,11187,2016,33.0,26,0.5,30,25,9.0,204,114,-450,7.5,Toronto,V,12,29,95.0,21,20,195.5,82,370,191.5,Miami,196,191.5,195.5,7.5,9.0,32,2-04-2016
11188,11188,2016,31.0,20,92.5,28,24,187.0,204,103,225,189.5,LAClippers,V,30,30,0.5,14,20,6.5,94,-265,5.5,NewYork,197,189.5,187.0,-5.5,-6.5,9,2-04-2016
11189,11189,2016,24.0,23,1.5,19,26,6.0,204,92,-260,5.5,Houston,V,18,24,94.5,21,23,188.5,86,220,190.5,Minnesota,178,190.5,188.5,5.5,6.0,6,2-04-2016
11190,11190,2016,20.0,19,2.5,23,26,203.0,204,88,110,203.0,NewOrleans,V,21,29,98.5,32,28,2.0,110,-130,3.5,Utah,198,203.0,203.0,-3.5,-2.0,-22,2-04-2016
11191,11191,2016,28.0,23,105.0,23,30,220.0,204,104,1150,214.0,Charlotte,V,31,23,8.0,33,31,14.0,118,-1900,14.0,Phoenix,222,214.0,220.0,-14.0,-14.0,-14,2-04-2016
11192,11192,2016,20.0,30,101.5,28,22,203.5,204,105,145,203.5,Denver,V,14,30,3.5,34,22,3.5,103,-165,3.0,Portland,208,203.5,203.5,-3.0,-3.5,2,2-04-2016
11193,11193,2016,27.0,29,99.5,27,35,2.0,204,118,-135,193.0,Chicago,V,25,24,1.0,24,35,194.0,108,115,0.0,Seattle,226,193.0,194.0,-0.0,2.0,10,2-04-2016
11194,11194,2016,35.0,31,96.5,21,26,186.5,205,113,140,186.0,Boston,V,36,28,3.5,28,22,3.0,114,-160,2.0,Cleveland,227,186.0,186.5,-2.0,-3.0,-1,2-05-2016
11195,11195,2016,25.0,31,100.5,27,13,2.0,205,96,-130,1.0,Washington,V,23,26,1.0,24,28,190.0,101,110,190.5,Philadelphia,197,190.5,190.0,1.0,2.0,-5,2-05-2016
11196,11196,2016,34.0,25,3.5,22,35,5.5,205,116,-245,3.5,SanAntonio,V,36,23,97.5,9,21,193.5,89,205,194.5,Indiana,205,194.5,193.5,3.5,5.5,27,2-05-2016
11197,11197,2016,26.0,21,4.0,28,30,6.5,205,105,-290,4.5,LALakers,V,27,20,107.0,24,19,209.0,90,240,203.5,NewJersey,195,203.5,209.0,4.5,6.5,15,2-05-2016
11198,11198,2016,23.0,27,99.5,28,24,194.5,205,102,160,200.0,Milwaukee,V,31,23,1.0,19,24,4.5,97,-190,3.5,Memphis,199,200.0,194.5,-3.5,-4.5,5,2-05-2016
11199,11199,2016,29.0,24,102.5,23,19,3.5,206,95,-175,3.0,LALakers,V,27,18,1.0,23,30,203.0,98,155,204.0,Atlanta,193,204.0,203.0,3.0,3.5,-3,2-06-2016
11200,11200,2016,20.0,18,4.0,19,28,7.0,206,85,-320,2.5,SanAntonio,V,15,22,91.0,21,19,183.5,77,260,183.5,Washington,162,183.5,183.5,2.5,7.0,8,2-06-2016
11201,11201,2016,24.0,14,104.0,20,26,201.5,206,84,550,203.0,NewJersey,V,22,25,3.5,28,25,10.5,100,-750,10.5,Orlando,184,203.0,201.5,-10.5,-10.5,-16,2-06-2016
11202,11202,2016,29.0,19,92.5,33,19,185.5,206,100,300,183.5,LAClippers,V,25,34,0.5,25,27,7.5,111,-360,8.0,Boston,211,183.5,185.5,-8.0,-7.5,-11,2-06-2016
11203,11203,2016,29.0,26,101.5,20,28,207.5,206,103,135,207.0,Indiana,V,26,29,2.5,22,23,3.5,100,-155,3.0,NewYork,203,207.0,207.5,-3.0,-3.5,3,2-06-2016
11204,11204,2016,22.0,26,90.5,16,31,186.0,206,95,2200,185.5,Miami,V,18,30,10.0,27,25,15.5,100,-3000,16.0,Detroit,195,185.5,186.0,-16.0,-15.5,-5,2-06-2016
11205,11205,2016,23.0,26,95.5,22,25,187.0,206,96,1400,188.0,Milwaukee,V,29,24,7.5,18,36,14.5,107,-2000,14.0,Dallas,203,188.0,187.0,-14.0,-14.5,-11,2-06-2016
11206,11206,2016,23.0,33,109.5,22,28,217.5,206,118,115,219.0,Utah,V,26,15,5.5,31,34,2.5,115,-135,2.0,Denver,233,219.0,217.5,-2.0,-2.5,3,2-06-2016
11207,11207,2016,30.0,33,108.0,24,24,213.5,206,132,165,215.5,NewOrleans,V,27,28,5.0,27,29,5.0,130,-190,6.0,Phoenix,262,215.5,213.5,-6.0,-5.0,2,2-06-2016
11208,11208,2016,21.0,22,92.5,22,32,185.5,206,97,210,185.5,Chicago,V,27,22,2.0,24,27,6.5,100,-250,6.0,Portland,197,185.5,185.5,-6.0,-6.5,-3,2-06-2016
11209,11209,2016,25.0,23,104.0,33,24,211.5,206,105,350,211.0,Seattle,V,29,20,5.5,24,19,9.0,92,-450,9.5,Sacramento,197,211.0,211.5,-9.5,-9.0,13,2-06-2016
11210,11210,2016,24.0,26,96.5,22,12,193.5,207,84,405,189.5,Miami,V,30,24,4.5,21,26,9.5,101,-505,9.5,Philadelphia,185,189.5,193.5,-9.5,-9.5,-17,2-07-2016
11211,11211,2016,19.0,20,92.0,20,18,184.5,207,77,200,185.5,Cleveland,V,23,17,3.0,32,20,5.5,92,-240,5.5,Houston,169,185.5,184.5,-5.5,-5.5,-15,2-07-2016
11212,11212,2016,32.0,18,105.0,27,37,210.5,207,114,800,212.5,Chicago,V,23,24,10.0,30,31,12.5,108,-1200,13.0,GoldenState,222,212.5,210.5,-13.0,-12.5,6,2-07-2016
11213,11213,2016,33.0,31,1.0,34,19,213.0,208,117,-110,213.0,LALakers,V,44,19,106.0,24,26,0.0,113,-110,2.0,Orlando,230,213.0,213.0,-2.0,-0.0,4,2-08-2016
11214,11214,2016,21.0,29,95.0,28,24,195.5,208,102,475,194.5,LAClippers,V,26,32,3.0,19,21,9.5,98,-600,10.0,Toronto,200,194.5,195.5,-10.0,-9.5,4,2-08-2016
11215,11215,2016,24.0,22,102.0,27,31,194.0,208,104,145,196.0,NewJersey,V,18,23,3.0,25,24,3.5,90,-165,5.0,Charlotte,194,196.0,194.0,-5.0,-3.5,14,2-08-2016
11216,11216,2016,18.0,14,8.0,27,29,7.0,208,99,-310,6.5,SanAntonio,V,17,31,95.0,14,26,181.0,93,260,185.0,NewYork,192,185.0,181.0,6.5,7.0,6,2-08-2016
11217,11217,2016,25.0,34,95.5,21,20,186.5,208,100,155,186.5,Cleveland,V,26,24,4.5,19,26,4.0,95,-175,2.0,Atlanta,195,186.5,186.5,-2.0,-4.0,5,2-08-2016
11218,11218,2016,18.0,17,90.0,22,25,179.5,208,82,625,180.5,Portland,V,27,32,0.0,22,10,11.5,91,-825,11.0,Detroit,173,180.5,179.5,-11.0,-11.5,-9,2-08-2016
11219,11219,2016,16.0,24,4.0,22,26,5.5,208,88,-245,6.5,Boston,V,18,27,95.5,21,20,191.0,86,205,189.0,Minnesota,174,189.0,191.0,6.5,5.5,2,2-08-2016
11220,11220,2016,20.0,18,97.5,17,26,201.0,208,81,800,200.0,Memphis,V,20,29,3.0,29,14,12.0,92,-1200,13.0,Dallas,173,200.0,201.0,-13.0,-12.0,-11,2-08-2016
11221,11221,2016,23.0,26,107.0,25,25,218.5,208,99,650,220.0,Seattle,V,26,27,6.0,25,25,11.5,103,-900,14.0,Phoenix,202,220.0,218.5,-14.0,-11.5,-4,2-08-2016
11222,11222,2016,26.0,31,2.5,30,17,1.5,208,104,-125,2.0,Utah,V,32,26,108.5,30,29,211.5,117,105,213.0,Sacramento,221,213.0,211.5,2.0,1.5,-13,2-08-2016
11223,11223,2016,16.0,31,106.5,25,28,208.5,208,100,575,209.0,Washington,V,30,26,4.0,32,23,11.0,111,-725,11.0,Denver,211,209.0,208.5,-11.0,-11.0,-11,2-08-2016
11224,11224,2016,20.0,28,99.5,15,30,199.0,209,93,200,197.0,Portland,V,20,31,2.5,20,30,5.5,101,-240,2.0,Indiana,194,197.0,199.0,-2.0,-5.5,-8,2-09-2016
11225,11225,2016,25.0,15,2.5,26,14,193.5,209,80,235,193.0,LAClippers,V,29,30,93.0,23,19,6.5,101,-275,7.0,Philadelphia,181,193.0,193.5,-7.0,-6.5,-21,2-09-2016
11226,11226,2016,20.0,22,100.5,29,28,202.5,209,99,850,203.0,Memphis,V,22,26,7.0,33,31,14.0,112,-1300,13.5,NewOrleans,211,203.0,202.5,-13.5,-14.0,-13,2-09-2016
11227,11227,2016,21.0,10,2.0,24,34,185.0,209,89,395,182.5,Atlanta,V,31,25,94.5,32,20,9.0,108,-475,8.0,Houston,197,182.5,185.0,-8.0,-9.0,-19,2-09-2016
11228,11228,2016,26.0,22,96.5,26,25,192.0,209,99,210,192.0,NewYork,V,25,25,3.0,31,17,6.0,98,-250,6.0,Milwaukee,197,192.0,192.0,-6.0,-6.0,1,2-09-2016
11229,11229,2016,22.0,17,98.0,26,22,201.0,209,87,750,203.0,Chicago,V,24,25,4.0,23,25,12.0,97,-1100,12.0,Utah,184,203.0,201.0,-12.0,-12.0,-10,2-09-2016
11230,11230,2016,19.0,27,112.5,32,24,226.5,209,102,290,223.5,Sacramento,V,28,23,3.0,27,27,7.5,105,-350,7.5,GoldenState,207,223.5,226.5,-7.5,-7.5,-3,2-09-2016
11231,11231,2016,35.0,28,98.0,27,23,205.5,210,113,-110,204.5,Denver,V,24,21,4.5,19,19,0.0,83,-110,2.0,Cleveland,196,204.5,205.5,-2.0,-0.0,30,2-10-2016
11232,11232,2016,25.0,26,3.5,31,22,7.5,210,104,-370,9.0,LALakers,V,24,23,104.0,26,21,208.5,94,310,205.5,Miami,198,205.5,208.5,9.0,7.5,10,2-10-2016
11233,11233,2016,22.0,18,5.0,21,21,6.0,210,82,-275,6.0,Dallas,V,21,25,96.5,31,24,188.5,101,235,188.5,NewJersey,183,188.5,188.5,6.0,6.0,-19,2-10-2016
11234,11234,2016,13.0,25,91.5,24,25,188.0,210,87,850,187.0,Charlotte,V,29,26,2.5,28,30,12.5,113,-1300,13.0,Detroit,200,187.0,188.0,-13.0,-12.5,-26,2-10-2016
11235,11235,2016,29.0,22,2.0,26,28,6.0,210,105,-255,5.0,Toronto,V,25,22,97.0,14,21,193.5,82,215,191.0,Minnesota,187,191.0,193.5,5.0,6.0,23,2-10-2016
11236,11236,2016,23.0,18,2.0,20,29,2.0,210,90,-140,179.0,SanAntonio,V,20,23,90.0,25,30,177.0,98,120,1.5,Boston,188,179.0,177.0,-1.5,2.0,-8,2-10-2016
11237,11237,2016,21.0,25,106.5,35,26,209.5,210,107,600,211.0,Washington,V,27,24,5.5,34,23,11.0,108,-800,12.5,Phoenix,215,211.0,209.5,-12.5,-11.0,-1,2-10-2016
11238,11238,2016,25.0,28,0.5,13,10,2.5,211,76,-145,4.0,Dallas,V,23,27,94.5,20,14,187.5,84,125,187.5,Philadelphia,160,187.5,187.5,4.0,2.5,-8,2-11-2016
11239,11239,2016,20.0,32,97.0,34,32,197.5,211,118,400,195.5,Cleveland,V,28,27,4.5,31,25,9.0,111,-500,9.0,Orlando,229,195.5,197.5,-9.0,-9.0,7,2-11-2016
11240,11240,2016,27.0,28,90.5,13,25,183.5,211,93,-110,1.0,SanAntonio,V,21,19,3.5,20,28,0.0,88,-110,183.5,Toronto,181,183.5,183.5,1.0,-0.0,5,2-11-2016
11241,11241,2016,30.0,25,1.5,22,29,8.5,211,106,-415,6.5,LALakers,V,22,22,101.5,25,28,208.5,97,345,209.5,Charlotte,203,209.5,208.5,6.5,8.5,9,2-11-2016
11242,11242,2016,31.0,20,95.0,25,20,192.0,211,96,145,190.5,LAClippers,V,29,21,2.5,24,15,3.5,89,-165,4.5,Milwaukee,185,190.5,192.0,-4.5,-3.5,7,2-11-2016
11243,11243,2016,24.0,19,91.5,19,21,182.0,211,83,305,184.5,Portland,V,18,26,4.5,25,26,8.0,95,-365,7.5,Houston,178,184.5,182.0,-7.5,-8.0,-12,2-11-2016
11244,11244,2016,37.0,35,111.5,23,22,215.5,211,117,600,213.0,Washington,V,22,33,12.5,29,36,11.5,120,-800,8.5,GoldenState,237,213.0,215.5,-8.5,-11.5,-3,2-11-2016
11245,11245,2016,25.0,30,0.5,19,20,5.0,212,94,-230,5.0,Detroit,V,18,30,90.5,28,14,183.0,90,190,184.5,Atlanta,184,184.5,183.0,5.0,5.0,4,2-12-2016
11246,11246,2016,21.0,30,2.0,31,22,4.0,212,104,-175,4.5,Boston,V,25,25,103.0,27,20,206.5,97,155,199.0,Indiana,201,199.0,206.5,4.5,4.0,7,2-12-2016
11247,11247,2016,23.0,34,5.0,27,18,5.5,212,114,-240,5.5,Denver,V,32,31,103.5,15,24,211.0,113,200,209.5,Miami,227,209.5,211.0,5.5,5.5,1,2-12-2016
11248,11248,2016,16.0,19,95.0,21,32,187.0,212,88,315,189.0,Minnesota,V,16,22,3.5,28,26,7.5,92,-375,6.0,NewJersey,180,189.0,187.0,-6.0,-7.5,-4,2-12-2016
11249,11249,2016,34.0,25,1.5,20,15,5.5,212,94,-240,4.5,Sacramento,V,25,29,105.5,32,21,211.5,107,200,210.5,Memphis,201,210.5,211.5,4.5,5.5,-13,2-12-2016
11250,11250,2016,25.0,18,5.0,29,28,6.5,212,100,-275,5.0,NewOrleans,V,27,23,95.5,18,18,188.5,86,235,193.5,Chicago,186,193.5,188.5,5.0,6.5,14,2-12-2016
11251,11251,2016,18.0,28,3.0,25,41,3.5,213,112,-155,2.0,SanAntonio,V,24,23,87.0,28,30,177.0,105,135,180.5,Cleveland,217,180.5,177.0,2.0,3.5,7,2-13-2016
11252,11252,2016,21.0,24,96.5,23,20,196.0,213,88,400,196.0,Memphis,V,26,29,2.5,29,18,9.5,102,-500,10.0,Philadelphia,190,196.0,196.0,-10.0,-9.5,-14,2-13-2016
11253,11253,2016,28.0,20,106.5,21,29,218.5,213,98,200,218.5,Denver,V,26,22,4.0,28,33,6.0,109,-240,5.0,Orlando,207,218.5,218.5,-5.0,-6.0,-11,2-13-2016
