,Season,1stA,2ndA,2HA,3rdA,4thA,CloseA,DateA,FinalA,MLA,OpenA,TeamA,VHA,1stB,2ndB,2HB,3rdB,4thB,CloseB,FinalB,MLB,OpenB,TeamB,ActualTotal,OpeningTotal,ClosingTotal,ProjDiffOpen,ProjDiffClose,ActualDiff,Date
12244,2017,32.0,14,96,18,23,191,1230,87,400,197.5,Memphis,V,22,26,6,38,25,9.5,111,-500,12,SanAntonio,198,197.5,9.5,,,-24,12-30-2016
12245,2017,32.0,32,2.5,29,24,9,1230,117,-435,8,Phoenix,V,28,27,100.5,31,16,209,102,365,210.5,Sacramento,219,8.0,9.0,,,15,12-30-2016
12246,2017,32.0,21,99.5,29,28,198,1230,110,135,200.5,Boston,V,23,22,4.5,21,25,3,91,-155,1,LALakers,201,200.5,3.0,,,19,12-30-2016
12247,2017,29.0,19,3,29,19,3,1231,112,-150,2.5,Orlando,V,30,25,100,20,21,197,110,130,196.5,Chicago,222,2.5,3.0,,,2,12-31-2016
12248,2017,24.0,29,101,24,17,203,1231,103,105,202.5,Indiana,V,28,19,2,19,28,1.5,107,-125,0,Charlotte,210,202.5,203.0,,,-4,12-31-2016
12249,2017,15.0,22,94.5,20,12,192,1231,69,850,190.5,Milwaukee,V,28,28,1,30,28,12.5,114,-1300,11.5,Detroit,183,190.5,192.0,,,-45,12-31-2016
12250,2017,28.0,24,99,23,37,201,1231,112,130,205.5,GoldenState,V,22,34,0,24,15,3.5,95,-150,3,Houston,207,3.0,3.5,,,17,12-31-2016
12251,2017,29.0,21,101,29,22,200.5,1231,101,315,198,Portland,V,23,29,5.5,35,24,9,111,-375,7.5,Utah,212,7.5,9.0,,,-10,12-31-2016
12252,2017,32.0,20,91.5,19,26,186,1231,97,215,185,Toronto,V,28,20,6,26,18,6,92,-255,5,NewOrleans,189,5.0,6.0,,,5,12-31-2016
12253,2017,23.0,23,92.5,24,12,188.5,1231,82,215,188.5,Minnesota,V,21,20,6,18,32,6,91,-255,7,LAClippers,173,7.0,6.0,,,-9,12-31-2016
12254,2017,21.0,25,92,27,25,2.5,1231,98,-140,1.5,Philadelphia,V,23,11,2,28,28,189.5,90,120,189.5,Seattle,188,189.5,2.5,,,8,12-31-2016
12255,2017,18.0,20,103.5,28,30,198,102,96,220,199.5,NewJersey,V,31,15,1,31,18,6.5,95,-260,6.5,Orlando,191,6.5,6.5,,,1,1-02-2017
12256,2017,26.0,31,96.5,27,22,5,102,106,-230,5.5,Detroit,V,27,20,0.5,25,21,192,93,190,192.5,Washington,199,5.5,5.0,,,13,1-02-2017
12257,2017,23.0,26,3,29,31,1,102,109,-120,190.5,Chicago,V,28,29,95,22,18,191,97,100,1.5,Charlotte,206,190.5,191.0,,,12,1-02-2017
12258,2017,19.0,19,93,30,26,184.5,102,94,185,184.5,Atlanta,V,22,15,4,32,29,5,98,-215,4.5,Cleveland,192,4.5,5.0,,,-4,1-02-2017
12259,2017,26.0,17,104,28,19,211.5,102,90,215,210,Memphis,V,22,22,3,19,9,6,72,-255,6.5,Indiana,162,6.5,6.0,,,18,1-02-2017
12260,2017,16.0,26,90.5,26,25,180,102,93,700,181,Houston,V,30,23,3.5,23,21,11,97,-1000,11,Boston,190,181.0,180.0,,,-4,1-02-2017
12261,2017,22.0,23,97,26,32,195,102,103,135,195,Milwaukee,V,26,21,1,20,31,3,98,-155,3,Miami,201,3.0,3.0,,,5,1-02-2017
12262,2017,28.0,26,94,35,18,191,102,107,150,191,Sacramento,V,23,17,5,30,27,3.5,97,-170,0,NewYork,204,191.0,3.5,,,10,1-02-2017
12263,2017,23.0,29,97,23,15,4.5,102,90,-215,5,Portland,V,18,24,0.5,20,17,190,79,185,192,Minnesota,169,5.0,4.5,,,11,1-02-2017
12264,2017,23.0,29,104.5,33,14,213.5,102,99,215,213,GoldenState,V,36,24,0.5,29,32,6,121,-255,6,Dallas,220,6.0,6.0,,,-22,1-02-2017
12265,2017,20.0,27,99.5,24,36,196,102,107,425,196,Philadelphia,V,24,29,3.5,25,32,9,110,-525,9.5,Utah,217,9.5,9.0,,,-3,1-02-2017
12266,2017,23.0,18,4,30,24,5,102,95,-230,4.5,NewOrleans,V,16,25,89,17,23,183.5,81,190,184,LAClippers,176,4.5,5.0,,,14,1-02-2017
12267,2017,21.0,20,0.5,28,19,188,103,115,155,187,Portland,V,22,26,96,22,18,4,109,-175,3,Chicago,224,3.0,4.0,,,6,1-03-2017
12268,2017,15.0,25,98,19,18,198,103,77,125,201,SanAntonio,V,20,22,1,18,20,2.5,80,-145,1.5,Denver,157,201.0,2.5,,,-3,1-03-2017
12269,2017,33.0,12,105,18,33,219,103,96,1200,216.5,Seattle,V,13,30,11.5,29,32,14.5,104,-2000,14.5,Phoenix,200,216.5,219.0,,,-8,1-03-2017
12270,2017,32.0,19,97.5,25,20,192,104,96,180,192,Houston,V,25,24,4,23,22,4.5,94,-210,5,Orlando,190,5.0,4.5,,,2,1-04-2017
12271,2017,22.0,26,90.5,21,32,4.5,104,101,-200,4.5,Detroit,V,19,20,1,25,21,184,85,170,187.5,Toronto,186,4.5,4.5,,,16,1-04-2017
12272,2017,20.0,23,2,18,30,194.5,104,91,125,198,Atlanta,V,24,30,97,33,26,2.5,113,-145,2,Indiana,204,2.0,2.5,,,-22,1-04-2017
12273,2017,24.0,21,97,20,31,194.5,104,96,950,198,Memphis,V,22,25,8,27,26,13.5,100,-1500,13,Boston,196,198.0,194.5,,,-4,1-04-2017
12274,2017,29.0,20,94,24,20,190,104,93,300,193.5,Sacramento,V,21,28,5.5,18,30,8,97,-360,8,Cleveland,190,8.0,8.0,,,-4,1-04-2017
12275,2017,31.0,17,97.5,19,29,193,104,96,205,192.5,Charlotte,V,21,21,5,27,33,5.5,102,-245,7,NewJersey,198,7.0,5.5,,,-6,1-04-2017
12276,2017,30.0,31,100.5,26,31,5,104,118,-230,6.5,Denver,V,25,27,0.5,28,27,207,107,190,209,Minnesota,225,6.5,5.0,,,11,1-04-2017
12277,2017,24.0,20,92.5,27,22,184.5,104,93,900,186.5,NewYork,V,27,24,5.5,25,21,12,97,-1400,12.5,SanAntonio,190,186.5,184.5,,,-4,1-04-2017
12278,2017,23.0,29,100.5,27,22,3.5,104,101,-170,196.5,Washington,V,10,21,3,18,28,196,77,150,1.5,Milwaukee,178,196.5,3.5,,,24,1-04-2017
12279,2017,24.0,32,98,18,15,194.5,104,89,1500,197,Miami,V,24,24,13.5,23,23,15.5,94,-3000,13.5,Dallas,183,197.0,194.5,,,-5,1-04-2017
12280,2017,39.0,19,102.5,32,26,208.5,104,116,120,206,NewOrleans,V,27,29,3,18,30,2.5,104,-140,3.5,GoldenState,220,3.5,208.5,,,12,1-04-2017
12281,2017,26.0,14,2,28,25,200,104,93,290,199.5,Philadelphia,V,34,30,98.5,32,28,7.5,124,-350,7.5,LALakers,217,7.5,7.5,,,-31,1-04-2017
12282,2017,22.0,28,100,26,37,187.5,105,113,160,187,NewJersey,V,27,30,0.5,22,28,4.5,107,-180,3.5,Atlanta,220,3.5,4.5,,,6,1-05-2017
12283,2017,12.0,29,90,22,29,181.5,105,92,110,181.5,Boston,V,22,21,0.5,23,19,2,85,-130,2.5,Detroit,177,2.5,2.0,,,7,1-05-2017
12284,2017,13.0,29,92.5,27,22,187,105,91,400,185.5,NewYork,V,26,29,1,24,24,9,103,-500,9.5,Houston,194,9.5,9.0,,,-12,1-05-2017
12285,2017,25.0,24,95.5,22,22,191.5,105,93,280,191.5,Sacramento,V,24,28,4.5,23,19,8,94,-340,7.5,Chicago,187,7.5,8.0,,,-1,1-05-2017
12286,2017,34.0,23,100,33,28,209,105,118,330,206,NewOrleans,V,31,37,2,25,20,8.5,113,-420,7.5,Phoenix,231,7.5,8.5,,,5,1-05-2017
12287,2017,23.0,19,102.5,22,25,198,105,89,110,201,Utah,V,22,17,1.5,36,28,2,103,-130,3,Portland,192,3.0,2.0,,,-14,1-05-2017
12288,2017,17.0,29,102,23,17,202,106,86,330,205,Seattle,V,31,21,3,26,30,8.5,108,-400,8.5,Washington,194,8.5,8.5,,,-22,1-06-2017
12289,2017,14.0,19,1,24,36,185,106,93,160,185.5,Cleveland,V,28,15,91.5,27,20,4,90,-190,3.5,Toronto,183,3.5,4.0,,,3,1-06-2017
12290,2017,31.0,27,95.5,25,18,8,106,101,-405,9,Dallas,V,16,19,1.5,23,20,193.5,78,335,193,Minnesota,179,9.0,8.0,,,23,1-06-2017
12291,2017,21.0,21,5,22,24,6.5,106,88,-300,6.5,SanAntonio,V,24,18,90,20,20,180,82,250,184,LAClippers,170,6.5,6.5,,,6,1-06-2017
12292,2017,22.0,24,99.5,20,28,198.5,106,94,190,200,Miami,V,28,15,4,27,31,5,101,-230,6,Memphis,195,6.0,5.0,,,-7,1-06-2017
12293,2017,22.0,24,97,20,27,192,106,93,290,191,Milwaukee,V,15,32,4.5,23,19,7.5,89,-350,7.5,Charlotte,182,7.5,7.5,,,4,1-06-2017
12294,2017,22.0,21,101.5,24,29,205.5,106,96,340,205,Philadelphia,V,29,24,2,24,32,8.5,109,-410,9,Denver,205,9.0,8.5,,,-13,1-06-2017
12295,2017,23.0,30,109,19,24,216.5,106,96,355,215,Indiana,V,33,22,6,35,22,9,112,-425,8.5,LALakers,208,8.5,9.0,,,-16,1-06-2017
12296,2017,34.0,25,1.5,31,25,227.5,107,115,290,226,Denver,V,46,32,110.5,28,31,7.5,137,-350,7,Phoenix,252,7.0,7.5,,,-22,1-07-2017
12297,2017,19.0,25,1.5,30,38,205,107,121,105,205.5,SanAntonio,V,17,34,100.5,28,33,1.5,130,-125,2,GoldenState,251,205.5,205.0,,,-9,1-07-2017
12298,2017,23.0,22,4.5,29,25,1.5,108,99,-125,1.5,NewJersey,V,31,28,101,27,29,194,115,105,194.5,Charlotte,214,194.5,194.0,,,-16,1-08-2017
12299,2017,15.0,18,94.5,23,23,194,108,79,405,192,Seattle,V,24,21,2,29,21,9,95,-505,9,Cleveland,174,9.0,9.0,,,-16,1-08-2017
12300,2017,31.0,21,95.5,22,18,189,108,92,135,189,Houston,V,24,19,4,20,21,3,84,-155,2,Washington,176,2.0,3.0,,,8,1-08-2017
12301,2017,26.0,20,95,18,23,188.5,108,87,240,189,Milwaukee,V,17,19,6,22,25,6.5,83,-290,6,Philadelphia,170,6.0,6.5,,,4,1-08-2017
12302,2017,39.0,22,106.5,26,30,6.5,108,117,-300,5,LALakers,V,23,24,1,24,30,216,101,250,215,Memphis,218,5.0,6.5,,,16,1-08-2017
12303,2017,18.0,29,3,24,20,191.5,108,91,105,1.5,Miami,V,29,30,94.5,23,19,1.5,101,-125,191.5,Minnesota,192,191.5,191.5,,,-10,1-08-2017
12304,2017,24.0,29,96.5,25,27,192,108,105,240,190,NewYork,V,27,25,5,36,12,6.5,100,-290,6.5,Chicago,205,6.5,6.5,,,5,1-08-2017
12305,2017,19.0,31,0.5,16,23,213,108,89,275,212,Indiana,V,40,27,104.5,23,21,7.5,111,-325,8.5,Utah,200,8.5,7.5,,,-22,1-08-2017
12306,2017,18.0,20,8,24,38,7,108,100,-305,5,Orlando,V,26,27,99,25,26,199.5,104,255,197,Sacramento,204,5.0,7.0,,,-4,1-08-2017
12307,2017,25.0,25,94,16,30,188,109,96,315,185.5,Philadelphia,V,25,27,4.5,27,30,8,109,-375,7.5,Toronto,205,7.5,8.0,,,-13,1-09-2017
12308,2017,14.0,18,93.5,20,29,187.5,109,81,135,186.5,Cleveland,V,13,23,0.5,29,25,3,90,-155,2.5,Atlanta,171,2.5,3.0,,,-9,1-09-2017
12309,2017,25.0,25,5,25,26,5.5,109,101,-230,4.5,Houston,V,19,34,93.5,21,18,186.5,92,190,188.5,NewYork,193,4.5,5.5,,,9,1-09-2017
12310,2017,21.0,25,101,19,23,196.5,109,88,300,197,Seattle,V,30,29,0.5,21,19,7.5,99,-360,7.5,NewJersey,187,7.5,7.5,,,-11,1-09-2017
12311,2017,20.0,25,93,27,23,188,109,95,1000,190.5,Charlotte,V,24,17,10.5,24,18,13.5,83,-1600,14,Boston,178,190.5,188.0,,,12,1-09-2017
12312,2017,23.0,27,95,16,26,187.5,109,92,140,189.5,Miami,V,25,30,0,13,30,3,98,-160,4.5,Milwaukee,190,4.5,3.0,,,-6,1-09-2017
12313,2017,32.0,22,101,30,25,207,109,109,115,206.5,LALakers,V,19,24,4,25,12,2,80,-135,2.5,NewOrleans,189,206.5,207.0,,,29,1-09-2017
12314,2017,20.0,23,1,22,21,189,109,86,110,190.5,Detroit,V,32,16,94,31,23,2,102,-130,3,Dallas,188,3.0,2.0,,,-16,1-09-2017
12315,2017,31.0,33,109.5,28,20,225,109,122,650,225,Indiana,V,35,23,10.5,30,24,11.5,129,-900,11,Phoenix,251,225.0,225.0,,,-7,1-09-2017
12316,2017,14.0,27,4,23,27,208.5,109,91,100,207,GoldenState,V,30,26,101,28,25,1,109,-120,2,Portland,200,207.0,208.5,,,-18,1-09-2017
12317,2017,35.0,24,1,29,25,4.5,109,113,-195,3.5,Orlando,V,20,34,96.5,25,27,192.5,106,165,188.5,LAClippers,219,3.5,4.5,,,7,1-09-2017
12318,2017,30.0,24,89.5,13,23,179.5,110,90,135,181.5,Detroit,V,15,24,5.5,19,22,3,80,-155,3.5,SanAntonio,170,3.5,3.0,,,10,1-10-2017
12319,2017,24.0,32,101.5,29,28,202,110,113,125,203.5,Memphis,V,30,24,3,27,35,2.5,116,-145,4.5,Sacramento,229,4.5,202.0,,,-3,1-10-2017
12320,2017,28.0,20,104.5,12,26,216.5,110,86,315,224,Phoenix,V,35,23,1.5,28,22,8,108,-375,3,Utah,194,3.0,8.0,,,-22,1-10-2017
12321,2017,14.0,31,94,25,30,187.5,111,100,110,188.5,Chicago,V,27,13,2,18,39,2,97,-130,2,Philadelphia,197,2.0,2.0,,,3,1-11-2017
12322,2017,37.0,14,94.5,26,16,188.5,111,106,315,186.5,Charlotte,V,35,23,2.5,11,24,8,113,-375,8.5,Cleveland,219,8.5,8.0,,,-7,1-11-2017
12323,2017,23.0,16,100,23,25,193,111,102,120,193,Washington,V,17,16,2.5,35,19,2.5,98,-140,3,Atlanta,200,3.0,2.5,,,4,1-11-2017
12324,2017,27.0,28,0.5,26,18,5.5,111,99,-240,4.5,Toronto,V,17,29,97,18,26,194.5,90,200,193,NewYork,189,4.5,5.5,,,9,1-11-2017
12325,2017,22.0,25,3.5,16,23,7,111,86,-300,7.5,Boston,V,30,14,95.5,24,9,188,77,250,186,NewJersey,163,7.5,7.0,,,9,1-11-2017
12326,2017,24.0,17,92,25,22,189,111,88,650,189,Miami,V,32,23,3,31,28,12,114,-900,11.5,NewOrleans,202,189.0,189.0,,,-26,1-11-2017
12327,2017,18.0,15,2.5,23,26,186,111,82,475,186,Minnesota,V,31,34,92,22,26,10,113,-600,11,Houston,195,186.0,186.0,,,-31,1-11-2017
12328,2017,26.0,30,108.5,30,17,218.5,111,103,215,218,Orlando,V,25,28,5.5,31,29,6,113,-255,5,Denver,216,5.0,6.0,,,-10,1-11-2017
12329,2017,22.0,28,105,24,31,208,111,105,1350,209,Milwaukee,V,29,25,8,24,32,14.5,110,-2300,12,LALakers,215,209.0,208.0,,,-5,1-11-2017
12330,2017,25.0,29,112,25,25,224.5,111,104,450,222,Memphis,V,33,34,1.5,32,17,10,116,-550,9,GoldenState,220,9.0,224.5,,,-12,1-11-2017
12331,2017,18.0,26,2.5,22,24,9,111,90,-500,8.5,Dallas,V,16,19,97.5,13,22,195,70,400,196,Seattle,160,8.5,9.0,,,20,1-11-2017
12332,2017,31.0,20,5,24,16,10,112,103,-600,8,Detroit,V,18,29,93.5,24,20,187.5,100,450,189,Charlotte,203,8.0,187.5,,,3,1-12-2017
12333,2017,19.0,21,5,25,13,7,112,78,-300,7,Boston,V,23,18,94.5,19,25,188.5,85,250,191,Washington,163,7.0,7.0,,,-7,1-12-2017
12334,2017,24.0,21,93.5,21,22,188,112,88,1500,188,Minnesota,V,24,20,10,31,30,15.5,105,-2100,15.5,SanAntonio,193,188.0,188.0,,,-17,1-12-2017
12335,2017,26.0,23,106,31,35,212,112,115,250,212,Orlando,V,31,26,2,28,34,7,119,-300,6.5,Utah,234,6.5,7.0,,,-4,1-12-2017
12336,2017,31.0,37,107,18,28,216,112,114,800,214,Milwaukee,V,29,32,9,35,26,12,122,-950,13.5,Phoenix,236,214.0,216.0,,,-8,1-12-2017
12337,2017,29.0,36,103,21,25,208,112,111,112,207,Indiana,V,21,32,4,27,25,2.5,105,-122,2.5,Sacramento,216,207.0,208.0,,,6,1-12-2017
12338,2017,21.0,26,6,24,24,5.5,112,95,-240,6.5,Dallas,V,29,22,94.5,24,19,185,94,200,186.5,LAClippers,189,6.5,5.5,,,1,1-12-2017
12339,2017,24.0,23,94,22,24,183.5,113,109,200,188.5,Portland,V,25,24,3,14,30,5.5,116,-240,4,Toronto,225,4.0,5.5,,,-7,1-13-2017
12340,2017,22.0,27,3.5,17,18,187.5,113,84,155,188.5,Chicago,V,38,31,95.5,11,25,4,105,-175,5,Atlanta,189,5.0,4.0,,,-21,1-13-2017
12341,2017,26.0,20,92.5,12,29,186,113,87,100,185.5,NewOrleans,V,18,21,2,24,19,1,82,-120,2.5,Houston,169,2.5,186.0,,,5,1-13-2017
12342,2017,18.0,14,8,10,23,8,113,65,-400,8,Detroit,V,18,25,93,28,18,191,89,330,190.5,NewYork,154,8.0,8.0,,,-24,1-13-2017
12343,2017,34.0,20,109.5,22,25,225,113,101,390,225,Indiana,V,19,26,10,28,33,9.5,106,-470,7.5,GoldenState,207,7.5,9.5,,,-5,1-13-2017
12344,2017,29.0,22,108.5,19,29,218.5,113,99,610,220.5,Memphis,V,31,30,3.5,19,20,11,100,-810,12.5,LALakers,199,220.5,218.5,,,-1,1-13-2017
12345,2017,25.0,43,2.5,31,17,4,114,116,-190,4.5,Denver,V,34,33,103,29,23,209.5,119,160,209.5,Charlotte,235,4.5,4.0,,,-3,1-14-2017
12346,2017,18.0,17,96,24,29,184.5,114,88,800,183.5,Washington,V,18,19,6.5,26,20,11.5,83,-1200,12.5,Boston,171,183.5,184.5,,,5,1-14-2017
12347,2017,25.0,24,98,19,31,187.5,114,99,175,187.5,Portland,V,12,22,6,19,20,4.5,73,-205,4.5,NewJersey,172,4.5,4.5,,,26,1-14-2017
12348,2017,24.0,22,94,19,17,185.5,114,82,650,187.5,Philadelphia,V,27,25,4.5,12,25,11,89,-900,12,SanAntonio,171,187.5,185.5,,,-7,1-14-2017
12349,2017,22.0,26,104.5,24,15,209,114,87,525,210.5,Milwaukee,V,24,25,6.5,22,27,10.5,98,-650,9.5,Utah,185,9.5,209.0,,,-11,1-14-2017
12350,2017,28.0,36,2.5,23,28,5,114,123,-215,8,LALakers,V,29,33,105.5,29,24,209,121,185,209.5,Seattle,244,8.0,5.0,,,2,1-14-2017
12351,2017,35.0,22,3.5,23,40,6,114,120,-265,6,Dallas,V,26,29,99.5,31,36,196,122,225,194.5,Sacramento,242,6.0,6.0,,,-2,1-14-2017
12352,2017,27.0,25,100.5,10,26,201.5,115,88,230,198.5,Chicago,V,24,33,2.5,32,13,6.5,102,-270,7,Orlando,190,7.0,6.5,,,-14,1-15-2017
12353,2017,22.0,22,3.5,23,26,209.5,115,93,130,205,Denver,V,34,31,101.5,17,22,3,104,-150,1.5,Atlanta,197,205.0,3.0,,,-11,1-15-2017
12354,2017,18.0,32,91.5,15,24,183.5,115,89,290,181,Toronto,V,20,31,4,26,26,7.5,103,-350,9.5,Detroit,192,9.5,7.5,,,-14,1-15-2017
12355,2017,14.0,27,3,31,21,1,115,93,-120,2.5,Washington,V,30,21,97,26,28,189,105,100,191.5,NewYork,198,2.5,189.0,,,-12,1-15-2017
12356,2017,28.0,28,102,27,22,7.5,115,105,-355,7.5,GoldenState,V,24,20,0.5,22,32,212.5,98,295,210,Minnesota,203,7.5,7.5,,,7,1-15-2017
12357,2017,31.0,25,0.5,29,28,2,115,132,-130,2,Cleveland,V,31,22,99.5,28,32,197.5,124,110,197.5,Memphis,256,2.0,2.0,,,8,1-15-2017
12358,2017,30.0,25,91.5,19,37,181,115,111,400,182.5,Philadelphia,V,31,29,4,25,22,9,107,-500,9.5,Houston,218,9.5,9.0,,,4,1-15-2017
12359,2017,27.0,21,6,17,25,7.5,115,90,-375,7,Phoenix,V,28,21,99,25,23,208,97,315,206.5,LAClippers,187,7.0,7.5,,,-7,1-15-2017
12360,2017,29.0,26,106,38,24,221,116,117,110,224,GoldenState,V,18,33,2,28,46,2,125,-130,1,Indiana,242,224.0,221.0,,,-8,1-16-2017
12361,2017,34.0,24,93.5,35,33,188.5,116,126,145,189.5,Chicago,V,23,30,3,26,17,3.5,96,-165,3.5,Miami,222,3.5,3.5,,,30,1-16-2017
12362,2017,26.0,30,101.5,19,18,206.5,116,93,-110,2,Orlando,V,20,21,3.5,34,24,0,99,-110,206.5,Charlotte,192,206.5,206.5,,,-6,1-16-2017
12363,2017,28.0,22,99.5,20,21,200,116,91,180,200.5,Sacramento,V,22,36,0.5,32,26,5,116,-210,5,Toronto,207,5.0,5.0,,,-25,1-16-2017
12364,2017,19.0,26,93,24,21,180,116,90,300,181.5,Portland,V,19,24,6.5,31,26,8,100,-360,8.5,Boston,190,8.5,8.0,,,-10,1-16-2017
12365,2017,18.0,34,97.5,34,25,190.5,116,111,285,190,NewYork,V,33,22,3.5,23,27,7,105,-335,8.5,NewJersey,216,8.5,7.0,,,6,1-16-2017
12366,2017,21.0,24,98,20,15,191,116,80,155,195.5,Atlanta,V,23,22,2.5,20,22,4,87,-175,3.5,Milwaukee,167,3.5,4.0,,,-7,1-16-2017
12367,2017,18.0,28,96.5,29,17,199,116,92,600,192.5,Seattle,V,30,35,1,30,28,11,123,-800,11,NewOrleans,215,192.5,199.0,,,-31,1-16-2017
12368,2017,19.0,31,89.5,23,17,180.5,117,90,290,183.5,Cleveland,V,26,17,6,22,23,7.5,88,-350,8.5,SanAntonio,178,8.5,7.5,,,2,1-17-2017
12369,2017,28.0,31,114,29,21,220.5,117,109,140,220.5,Utah,V,31,30,1,37,22,3,120,-160,3.5,Denver,229,3.5,3.0,,,-11,1-17-2017
12370,2017,27.0,29,108,23,27,1.5,117,106,-125,1,Phoenix,V,24,19,3,18,37,226,98,105,225,LALakers,204,225.0,226.0,,,8,1-17-2017
12371,2017,22.0,28,97,19,29,3.5,118,98,-160,2.5,Portland,V,16,25,1.5,35,15,191.5,91,140,191,Miami,189,2.5,3.5,,,7,1-18-2017
12372,2017,32.0,25,99.5,23,18,196,118,98,355,193,NewYork,V,28,33,4,31,19,8.5,111,-425,8.5,Washington,209,8.5,8.5,,,-13,1-18-2017
12373,2017,22.0,17,94,21,18,187.5,118,78,195,187,Atlanta,V,27,17,2,23,22,5.5,89,-235,6.5,Toronto,167,6.5,5.5,,,-11,1-18-2017
12374,2017,29.0,28,94,16,16,185.5,118,89,595,183,Philadelphia,V,29,25,8.5,24,38,10.5,116,-745,12.5,Boston,205,183.0,185.5,,,-27,1-18-2017
12375,2017,25.0,15,0,22,22,195,118,84,445,193,Charlotte,V,26,33,94.5,31,22,10,112,-545,9.5,NewOrleans,196,9.5,195.0,,,-28,1-18-2017
12376,2017,25.0,22,3,25,28,215.5,118,100,195,212,Seattle,V,32,36,105.5,34,22,5.5,124,-235,5.5,Memphis,224,5.5,5.5,,,-24,1-18-2017
12377,2017,23.0,33,95,20,24,193,118,100,435,194.5,Sacramento,V,29,19,9.5,29,16,9.5,93,-535,11,Detroit,193,194.5,9.5,,,7,1-18-2017
12378,2017,23.0,22,97.5,26,17,198.5,118,88,470,197,LAClippers,V,34,25,1,29,18,9.5,106,-570,11.5,Utah,194,197.0,9.5,,,-18,1-18-2017
12379,2017,32.0,17,100.5,23,23,211,118,95,950,213,Minnesota,V,28,35,4,28,24,13.5,115,-1500,14.5,Phoenix,210,213.0,211.0,,,-20,1-18-2017
12380,2017,28.0,22,3.5,34,35,2,118,119,-140,1,GoldenState,V,29,29,105,26,27,213,111,120,210,Chicago,230,210.0,213.0,,,8,1-18-2017
12381,2017,27.0,21,105,30,32,213.5,119,110,125,212.5,Sacramento,V,22,20,3,27,35,3,104,-145,5,Indiana,214,5.0,3.0,,,6,1-19-2017
12382,2017,18.0,24,100,22,30,193.5,119,94,200,196.5,Portland,V,26,24,0.5,21,30,5.5,101,-240,5,Orlando,195,5.0,5.5,,,-7,1-19-2017
12383,2017,22.0,19,103.5,26,20,208,119,87,210,207.5,Memphis,V,28,18,2,34,25,5.5,105,-250,4.5,Charlotte,192,4.5,5.5,,,-18,1-19-2017
12384,2017,18.0,22,3,16,39,2,119,95,-130,1.5,Toronto,V,15,27,92.5,34,23,188,99,110,190.5,Philadelphia,194,190.5,2.0,,,-4,1-19-2017
12385,2017,21.0,22,96,22,23,196,119,88,180,196.5,NewYork,V,30,18,1.5,21,15,4.5,84,-210,4,Miami,172,4.0,4.5,,,4,1-19-2017
12386,2017,21.0,18,1.5,20,22,180,119,81,100,183,SanAntonio,V,20,25,89.5,16,22,1,83,-120,0,Houston,164,183.0,180.0,,,-2,1-19-2017
12387,2017,22.0,31,108,41,25,215,119,119,110,214,GoldenState,V,27,25,2,22,25,2,99,-130,1,Milwaukee,218,214.0,215.0,,,20,1-19-2017
12388,2017,22.0,19,7,26,14,7,119,81,-350,5.5,Detroit,V,20,30,92,21,26,186.5,97,290,185.5,Chicago,178,5.5,7.0,,,-16,1-19-2017
12389,2017,24.0,20,99.5,28,24,203,119,96,1100,200.5,Seattle,V,33,33,2,23,22,14.5,111,-1800,15,Dallas,207,200.5,203.0,,,-15,1-19-2017
12390,2017,31.0,29,104,30,18,210.5,119,108,1200,211,Minnesota,V,34,26,9,27,24,14.5,111,-2000,13.5,Denver,219,211.0,210.5,,,-3,1-19-2017
12391,2017,19.0,26,97,27,29,186.5,119,107,-110,2,NewJersey,V,21,21,0.5,29,30,0,120,-110,186,LAClippers,227,2.0,186.5,,,-13,1-19-2017
12392,2017,20.0,25,108.5,28,19,214,120,92,500,210,NewJersey,V,35,21,2.5,33,27,10.5,116,-625,11,Phoenix,208,210.0,214.0,,,-24,1-20-2017
12393,2017,26.0,28,1,19,22,6.5,121,95,-275,6,SanAntonio,V,27,20,94.5,20,19,185,86,235,184.5,Charlotte,181,6.0,6.5,,,9,1-21-2017
12394,2017,21.0,20,3.5,19,24,4,121,84,-190,3,Dallas,V,23,23,98,27,29,192.5,102,160,194,Washington,186,3.0,4.0,,,-18,1-21-2017
12395,2017,29.0,30,1,23,27,8.5,121,109,-400,8.5,Boston,V,23,22,93,25,23,186,93,330,188,NewYork,202,8.5,8.5,,,16,1-21-2017
12396,2017,18.0,36,94,23,23,182.5,121,111,-110,183.5,Portland,V,27,23,1,26,24,0,109,-110,1,Atlanta,220,183.5,182.5,,,2,1-21-2017
12397,2017,32.0,31,101.5,27,20,203,121,110,145,204.5,Indiana,V,19,30,5,30,24,3.5,103,-165,3,Philadelphia,213,3.0,3.5,,,7,1-21-2017
12398,2017,24.0,28,97.5,16,21,196.5,121,89,700,194.5,Seattle,V,22,31,7,24,19,12,96,-1000,12.5,Houston,185,194.5,196.5,,,-7,1-21-2017
12399,2017,24.0,30,96.5,15,23,192,121,92,525,194.5,Milwaukee,V,17,33,9,26,30,11,106,-650,9,NewOrleans,198,9.0,192.0,,,-14,1-21-2017
12400,2017,23.0,31,99,25,30,2.5,121,109,-140,4,Utah,V,20,23,2,24,26,196.5,93,120,198,LAClippers,202,4.0,2.5,,,16,1-21-2017
12401,2017,33.0,16,104,36,24,213.5,121,109,700,214.5,Minnesota,V,23,29,6,28,28,11,108,-1000,13.5,GoldenState,217,214.5,213.5,,,1,1-21-2017
